"재배규모별","경영개황별","항목","단위","1963 년","1964 년","1966 년","1967 년","1968 년","1969 년","1970 년","1971 년","1972 년","1973 년","1974 년","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"5.0-7.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1226","1881","2549","1279","2413","2149","2638","1527","906","2231","1521","807","318.8333333333","3809.35294","8368.5625","5530.667","7350.059","3853.76","5782.542","4595.345","4615.36","6399.069","5335.032","5289.552","6344.4","4874.955","6680.519","4866.52","3050.591",
"5.0-7.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","618","456","","","","","20","","301","","96","0","0","420.58824","84.375","171.778","294.412","222.72","140.5","336.759","162.76","194.586","142.355","393.345","97.32","488.5","90.111","319.12","642.818",
"5.0-7.0ha미만","논벼 재배면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61220","69194","67541","65114","63690","62949","65147","57845","58056","56916","59399","57498","58408.6666666667","60475.05882","59740.375","58889.222","58651.882","57652.12","57120.167","58341.862","59345.76","59507.103","48591.677","52122","53330.04","51808.455","52374.222","56385.84","59690.182",
"5.0-7.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14704","17742","17957","20946","21484","20684","18195","15917","14869","16473","18565","16046","34563.1666666667","28983.52941","23570.375","17253.667","19801.176","14595.6","16806.5","20518.724","15676.84","13703.897","12773.323","11028.448","10100.68","7607","8746.407","13376.84","12286.091",
"5.0-7.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46516","51451","49584","44169","42205","42265","46952","41927","43187","40446","40833","41452","23845.5","31491.52941","36170","41635.556","38850.706","43056.52","40313.667","37823.138","43668.92","45803.207","35818.355","41093.552","43229.36","44201.455","43627.815","43009","47404.091",
"5.0-7.0ha미만","주산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45026","51565","41169","45399","44759","47212","42085","37444","42029","42211","43058","37423","43849.0459901158","47450.78873","42586.44021","42643.452","37839.614","41582.629","43663.112","44391.039","45198.502","44272.035","34063.203","36737.149","35877.411","37901.356","38181.699","40815.116","41655.927",
"5.0-7.0ha미만","주산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55603936","64080282","60854414","64017529","65793868","66954316","60943230","52775007","59927625","53324436","54817473","47949166","58540475.5670679919","57860007.69205","52009920.01882","59292011.3","54585703.702","60334223.997","63565971.786","60102175.231","52435004.589","56823056.718","54056692.84","57074637.394","62899630.88","63852680.004","58409496.661","67398060.531","63804244.642",
"5.0-7.0ha미만","부산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37582","41233","41774","41048","40653","40470","37251","31834","36225","31447","32934","31270","35736","36372.80588","33406.625","33606.889","30007.235","33077.68","34400.583","35651.31","35752.2","34498.293","26997.419","28934.003","27722.848","30977.864","31644.926","33992.16","32264.455",
"5.0-7.0ha미만","부산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1359097","1503691","1645966","1575239","1534847","1428181","1420077","1102357","1266665","1204095","1351840","1413306","1982352","1948497.11765","1632143.75","1953272.167","1621486.471","1889168.84","1941053.208","1930221.379","2023218.36","1952700.448","1811135.226","2257715.966","2077546.52","2377524.364","2600779.111","3207386.56","2904463.182",
"5.0-7.0ha미만","평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56963032","65583973","62500380","65592768","67328715","68382497","62363307","53877364","61194290","54528531","56169313","49362473","60522827.5670679919","59808504.8097","53642063.76882","61245283.466","56207190.173","62223392.837","65507024.995","62032396.61","54458222.949","58775757.166","55867828.066","59332353.36","64977177.4","66230204.368","61010275.772","70605447.091","66708707.824",
"7.0-10.0ha미만","경지면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90126","90407","73610","82556","82165","96065.3333333333","82826","73987.75","78497.667","84699.125","93629.313","87246.471","101846.913","94923.75","93739.611","72748.688","69088.947","83995.733","79081.75","82437.45","93726.5","94425.238",
"7.0-10.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88367","88589","71187","77359","80273","95131.6666666667","64215","66180","67008.333","71652.875","87649.25","80603.941","91582.087","89176","89631.111","69245.125","64530.632","77681.533","68504.7","71246.95","87990.25","88901.81",
"7.0-10.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1759","1818","2089","4813","1814","900.3333333333","17752","5892.75","11140","12784.25","5980.063","6642.529","10264.826","5747.75","4108.5","2616.25","4106.737","3514","8757.4","9271.85","4655.375","4488.619",
"7.0-10.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334","383","78","33.3333333333","859","1915","349.333","262","0","0","0","0","0","887.313","451.579","2800.2","1819.65","1918.65","1080.875","1034.81",
"7.0-10.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28770","27749","13643","19045","25139","5080.6666666667","28523","20048.5","23540.167","20429.875","23060.563","20701.529","19883.087","23064.35","20498.5","26902.688","18187.368","26698.533","23484.65","25608.7","29843.438","31954.381",
"7.0-10.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28367","27326","12622","17693","24124","4257","19567","15201","18905.333","14658.125","20232.938","18450.176","17815.87","21596.1","19433.667","25057.688","16771.579","22188.467","19045.85","19189.65","26234.938","28254.952",
"7.0-10.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403","423","688","969","936","790.3333333333","8956","3549.75","4558.167","5714.25","2827.625","2251.353","2067.217","1468.25","1064.833","1010.063","1016.316","1709.867","2652.15","4533.4","2527.625","2692.857",
"7.0-10.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334","383","78","33.3333333333","0","1297.75","76.667","57.5","0","0","0","0","0","834.938","399.474","2800.2","1786.65","1885.65","1080.875","1006.571",
"7.0-10.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61356","62658","59967","63511","57026","90984.6666666667","54303","53939.25","54957.5","64269.25","70568.75","66544.941","81963.826","71859.4","73241.111","45846","50901.579","57297.2","55597.1","56828.75","63883.063","62470.857",
"7.0-10.0ha미만","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60000","61263","58566","59666","56149","90874.6666666667","44648","50979","48103","56994.75","67416.313","62153.765","73766.217","67579.9","70197.444","44187.438","47759.053","55493.067","49458.85","52057.3","61755.313","60646.857",
"7.0-10.0ha미만","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1355","1395","1405","3845","877","110","8796","2343","6581.833","7070","3152.438","4391.176","8197.609","4279.5","3043.667","1606.188","3090.421","1804.133","6105.25","4738.45","2127.75","1795.762",
"7.0-10.0ha미만","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","859","617.25","272.667","204.5","0","0","0","0","0","52.375","52.105","0","33","33","0","28.238",
"7.0-10.0ha미만","논벼 재배면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83700","82275","78225","77263","80300","93176.6666666667","70107","73752.5","77570.5","82562.5","84480.25","82441.765","83654.739","83510.15","79712.778","56629.625","67460.579","66891","67145.65","71313.95","83327.75","83627.524",
"7.0-10.0ha미만","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27607","26542","12169","16873","23377","4142.3333333333","19352","14600.75","17408.5","14610.125","19605","16116.941","13003.739","16870.1","18059.056","16854.563","16744.474","19534.267","16307.6","18816.15","25404.938","26913.19",
"7.0-10.0ha미만","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56093","55732","66060","60390","56924","89034.3333333333","50755","59151.75","60162","67952.375","64875.25","66324.824","70651","66640.05","61653.722","39775.063","50716.105","47356.733","50838.05","52497.8","57922.813","56714.333",
"7.0-10.0ha미만","주산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57006","60976","54338","52400","54827","68735.0296638779","66883.84667","54270.11927","56249.628","53500.252","60260.1","61473.197","60981.712","64469.335","60907.099","42520.014","47583.454","45417.651","51200.774","52172.573","60390.62","61750.145",
"7.0-10.0ha미만","주산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83460906","89156745","69544228","67580243","70698160","98456417.2952370452","74577489.25869","63981965.82325","74760766.831","78161884.32","87869975.934","86596952.945","75730765.75","68210570.699","78361422.724","66770168.499","72684717.439","79024818.512","85466138.768","81900623.154","99969576.765","100874772.084",
"7.0-10.0ha미만","부산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45294","48165","43835","44642","44342","55505","50920","37288","42859.667","42920.25","48117.625","48441.706","48100.348","49183.7","45918.722","34289.438","37613.947","33388","40777","41285.5","51114.4","51100.714",
"7.0-10.0ha미만","부산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1725071","1823955","1480336","1675643","1709416","2169768.3333333333","2087720","2114449","2022115.167","2138504.125","2661308","2704009.647","2593017.696","2639087.45","2595897.889","2449629.375","2391241.263","2158099.667","2644760.25","5060863.05","4698161.688","4701206.286",
"7.0-10.0ha미만","평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85185977","90980700","71024564","69255886","72407575","100626185.6285703785","76665209.25869","66096414.82325","76782881.997","80300388.445","90531283.934","89300962.592","78323783.446","70849658.149","80957320.613","69219797.874","75075958.702","81182918.179","88110899.018","86961486.204","104667738.453","105575978.37",
"10.0ha이상","경지면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152328","160949","187902","144292","155092","206207","173700.85714","177557","146060.571","144029.286","162100.905","150309.3","175565.368","162719.174","163719.167","124842.533","125726.067","121757.969","123136.032","130713.5","149271.19","159865.4",
"10.0ha이상","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142840","159535","187601","142368","153375","198931","167791.71429","171827.85714","141191.857","138461.714","156585.619","142014.55","166661.789","151536.348","152777","119257.333","119539.467","116360.594","116640.452","125080.423","142201.333","152579.267",
"10.0ha이상","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331","1415","301","1924","1402","7276","5564","5235","4374.571","5073.429","5515.286","8196.25","8799.895","11097.174","10860.083","4362.267","4374.667","3870.219","4919.161","4620.654","4984.429","5463.333",
"10.0ha이상","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9157","","","","315","0","345.14286","494.14286","494.143","494.143","0","98.5","103.684","85.652","82.083","1222.933","1811.933","1527.156","1576.419","1012.423","2085.429","1822.8",
"10.0ha이상","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123544","106605","75640","59118","47903","9619","14424.42857","25138","23326.143","28968.143","45271.19","45616.45","49206.842","36976.435","41372","27625.467","32293.333","28376","25045.774","24802.5","30919.81","35238.533",
"10.0ha이상","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114222","106291","75339","57194","46866","6921","12276.71429","23055.71429","21412.571","26985.857","43094.238","42686.25","45088.737","33918.087","38133.875","25890.733","29388.067","25970.594","22340","22337.692","27384.714","32467.133",
"10.0ha이상","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","314","301","1924","722","2698","1802.57143","1588.14286","1419.429","1488.143","2176.952","2930.2","4118.105","3058.348","3238.125","566.3","1114.833","929.344","1182.097","1515.269","1602.524","948.6",
"10.0ha이상","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9157","","","","315","0","345.14286","494.14286","494.143","494.143","0","0","0","0","0","1168.433","1790.433","1476.063","1523.677","949.538","1932.571","1822.8",
"10.0ha이상","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28784","54344","112262","85174","107189","196588","159276.42857","152419","122734.429","115061.143","116829.714","104692.85","126358.526","125742.739","122347.167","97217.067","93432.733","93381.969","98090.258","105911","118351.381","124626.867",
"10.0ha이상","논","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28618","53243","112262","85174","106510","192010","155515","148772.14286","119779.286","111475.857","113491.381","99328.3","121573.053","117618.261","114643.125","93366.6","90151.4","90390","94300.452","102742.731","114816.619","120112.133",
"10.0ha이상","밭","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","1101","","","679","4578","3761.42857","3646.85714","2955.143","3585.286","3338.333","5266.05","4681.789","8038.826","7621.958","3795.967","3259.833","2940.875","3737.065","3105.385","3381.905","4514.733",
"10.0ha이상","수원지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","98.5","103.684","85.652","82.083","54.5","21.5","51.094","52.742","62.885","152.857","0",
"10.0ha이상","논벼 재배면적","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151472","172361","182953","215217","140602","193360","167417.85714","177278.28571","150613.857","135413.143","150237.286","155731.95","160978.789","153250.304","144470.208","90446.8","108914.367","110410.594","114074.613","112971.423","138218.048","140761.4",
"10.0ha이상","자작지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113716","104397","73534","53270","52167","6727","13236.14286","22778.28571","20751.286","24735.571","38049.714","41031.5","38190.632","33283.043","33640.083","20015.7","25044.167","24934.313","21582.871","20376.692","25903.429","29998.467",
"10.0ha이상","차용지","경영개황","㎡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37756","67964","109422","161948","88435","186633","154181.71429","154500","129862.571","110677.571","112187.571","114700.45","122788.158","119967.261","110830.125","70431.1","83870.2","85476.281","92491.742","92594.731","112314.619","110762.933",
"10.0ha이상","주산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95070","121532","128004","180136","108638","145917.7462542691","107837.67861","103316.26687","106763.235","94463.261","107467.285","106960.597","122726.366","113519.397","105992.158","65251.668","78678.758","74907.847","80888.825","78018.178","102205.197","97826.639",
"10.0ha이상","주산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134133160","171693051","155260367","226267858","138397849","188137099.8691365647","126943300.31938","125754622.38732","146635438.975","138429676.164","156553748.041","146696313.555","150913320.96","120240982.237","135445274.612","105176558.501","129806627.518","140550623.217","142165443.574","124379477.805","165082855.509","152198879.11",
"10.0ha이상","부산물 수량","경영개황","㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70576","92930","98651","111510","68128","113600","83010.14286","78798","81560.429","78639.143","87120.476","90811.55","98681.816","89823.565","83629.958","60314.06","60145.067","56287.063","65764.71","59629.481","84038.348","74753.507",
"10.0ha이상","부산물 평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2203410","3608916","3946040","4460400","2532218","5112000","3804589.85714","3723377.85714","4595154.571","4812136.714","4978000.714","4917980.3","4996371.105","5374512.391","4955139.667","4147528.4","3720606.533","3718470.844","4408267.387","4495185.654","7283165.571","6140607.4",
"10.0ha이상","평가액","경영개황","원","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136336570","175301967","159206407","230728258","140930067","193249099.8691365647","130747890.17652","129478000.24447","151230593.547","143241812.878","161531748.755","151614293.855","155909692.065","125615494.628","140400414.279","109324086.901","133527234.051","144269094.061","146573710.961","128874663.459","172366021.08","158339486.51",
